"2003-11-17","[(2,11014),(3,277578),(4,465),(5,2),(7,117),(12,57006),(15,6255),(17,59),(20,226),(22,8286),(29,24),(30,11),(32,22004)]",5783731
"2003-11-18","[(2,17045),(3,281155),(4,119),(5,3),(7,122),(12,57370),(15,6253),(17,41),(20,152),(22,4615),(29,44),(30,13),(32,9226)]",5635157
"2003-11-19","[(2,13218),(3,267089),(4,225),(5,1),(7,93),(12,52321),(15,6162),(17,63),(20,234),(22,5558),(29,56),(30,8),(32,6476)]",5325140
"2003-11-20","[(2,14280),(3,272079),(4,211),(5,8),(7,87),(12,59437),(15,6134),(17,86),(20,257),(22,4506),(29,15),(30,5),(32,7942)]",5618100
"2003-11-21","[(2,11664),(3,211581),(4,100),(5,1),(7,76),(12,52819),(15,6095),(17,56),(20,269),(22,6555),(29,177),(30,13),(32,6809)]",4851257
"2003-11-24","[(2,16907),(3,236763),(4,231),(7,137),(12,58774),(15,6400),(17,73),(20,271),(22,9400),(29,40),(30,16),(32,11396)]",5572737
"2003-11-25","[(2,15125),(3,235374),(4,106),(5,1),(7,92),(12,51903),(15,6362),(17,62),(20,463),(22,6835),(29,77),(30,8),(32,7230)]",5364126
"2003-11-26","[(2,8222),(3,218238),(4,40),(7,158),(12,42571),(15,6227),(17,47),(20,410),(22,5194),(29,123),(30,10),(32,5959)]",4732975
"2003-11-28","[(2,5022),(3,82647),(4,106),(7,67),(12,30240),(15,3090),(17,51),(20,130),(22,7290),(29,25),(30,7),(32,2444)]",2133548
"2003-12-01","[(2,13214),(3,230373),(4,103),(7,145),(12,57289),(15,6203),(17,83),(20,447),(22,9728),(29,65),(30,6),(32,148256)]",5744122
"2003-12-02","[(2,19005),(3,223287),(4,284),(5,2),(7,113),(12,51488),(15,6334),(17,38),(20,235),(22,5229),(29,26),(30,10),(32,9602)]",5440524
"2003-12-03","[(2,14268),(3,235639),(4,202),(5,1),(7,123),(12,56529),(15,6247),(17,53),(20,345),(22,6949),(29,13),(30,15),(32,10144)]",6083521
"2003-12-04","[(2,14253),(3,235904),(4,281),(5,4),(7,64),(12,67203),(15,6245),(17,66),(20,356),(22,5613),(29,64),(30,17),(32,8830)]",6222521
"2003-12-05","[(2,11054),(3,239216),(4,192),(5,3),(7,41),(12,51090),(15,6071),(17,45),(20,187),(22,8385),(29,50),(30,11),(32,8132)]",5283080
"2003-12-08","[(2,12375),(3,227353),(4,363),(5,3),(7,60),(12,45387),(15,6175),(17,74),(20,251),(22,10056),(29,6),(30,19),(32,8919)]",5221783
"2003-12-09","[(2,15950),(3,246573),(4,184),(7,52),(12,47038),(15,6277),(17,69),(20,391),(22,9423),(29,21),(30,17),(32,8949)]",5724536
"2003-12-10","[(2,10338),(3,246889),(4,80),(7,65),(12,45735),(15,6202),(17,38),(20,293),(22,4691),(29,11),(30,18),(32,8943)]",5778638
"2003-12-11","[(2,8872),(3,258339),(4,198),(7,89),(12,51479),(15,6231),(17,48),(20,329),(22,7768),(29,130),(30,8),(32,8235)]",5883971
"2003-12-12","[(2,12347),(3,202657),(4,226),(7,98),(12,41409),(15,6167),(17,61),(20,240),(22,7233),(29,20),(30,13),(32,6821)]",4876236
"2003-12-15","[(2,18206),(3,264971),(4,263),(5,2),(7,117),(12,90396),(15,6203),(17,133),(20,374),(22,14339),(29,11),(30,23),(32,54970)]",6050984
"2003-12-16","[(2,16045),(3,249617),(4,276),(5,4),(7,92),(12,43553),(15,6233),(17,50),(20,254),(22,5999),(27,2),(29,11),(30,20),(32,8764)]",5764443
"2003-12-17","[(2,17009),(3,233266),(4,120),(7,247),(12,42964),(15,6164),(17,86),(20,696),(22,4548),(27,1),(29,34),(30,17),(32,8044)]",5088676
"2003-12-18","[(2,15022),(3,239452),(4,122),(7,216),(12,47275),(15,6210),(17,35),(20,334),(22,4047),(29,66),(30,11),(32,7550)]",5495283
"2003-12-19","[(2,32980),(3,260580),(4,97),(7,139),(12,96067),(15,6292),(17,87),(20,398),(22,11468),(29,76),(30,32),(32,12152)]",5410710
"2003-12-22","[(2,15180),(3,206100),(4,185),(5,1),(7,83),(12,40198),(15,6277),(17,81),(20,375),(22,7794),(29,95),(30,12),(32,9992)]",4614954
"2003-12-23","[(2,16443),(3,186607),(4,126),(5,1),(7,127),(12,49701),(15,6262),(17,46),(20,400),(22,4541),(29,41),(30,17),(32,6721)]",4712198
"2003-12-24","[(2,4244),(3,73653),(4,93),(7,61),(12,30802),(15,3126),(17,34),(20,206),(22,1952),(29,33),(30,6),(32,3266)]",2137691
"2003-12-26","[(2,3886),(3,53016),(4,51),(5,1),(7,44),(12,19628),(15,3113),(17,29),(20,221),(22,2021),(29,55),(30,3),(32,2351)]",1753981
"2003-12-29","[(2,10672),(3,184698),(4,256),(5,1),(7,418),(12,46375),(15,6185),(17,71),(20,1607),(22,10904),(29,259),(30,8),(32,13718)]",4651176
"2003-12-30","[(2,10427),(3,175753),(4,188),(7,428),(12,41231),(15,6070),(17,94),(20,2134),(22,8334),(29,164),(30,9),(32,10654)]",4558361
"2003-12-31","[(2,10941),(3,195289),(4,106),(5,4),(7,671),(12,53209),(15,5603),(17,62),(20,274),(22,14521),(29,31),(30,12),(32,31982)]",4542551
"2004-01-02","[(2,12399),(3,233227),(4,58),(7,99),(12,42471),(15,5896),(17,70),(20,521),(22,6742),(29,22),(30,7),(32,5735)]",4841351
"2004-01-05","[(2,18693),(3,277722),(4,159),(5,3),(7,122),(12,71572),(15,6041),(17,80),(20,389),(22,14284),(29,29),(30,37),(32,82574)]",6458723
"2004-01-06","[(2,20968),(3,256800),(4,424),(5,2),(7,613),(12,55771),(15,6002),(17,82),(20,441),(22,13052),(29,30),(30,16),(32,16211)]",6228001
"2004-01-07","[(2,15710),(3,257699),(4,251),(5,1),(7,73),(12,66653),(15,6047),(17,82),(20,219),(22,7242),(27,1),(29,22),(30,17),(32,8379)]",6223389
"2004-01-08","[(2,18673),(3,268192),(4,125),(5,1),(7,81),(12,79951),(15,6085),(17,110),(20,219),(22,8224),(29,52),(30,19),(32,11241)]",6739452
"2004-01-09","[(2,20498),(3,302237),(4,123),(5,1),(7,75),(12,64358),(15,5949),(17,90),(20,203),(22,8971),(29,46),(30,23),(32,12309)]",6791459
"2004-01-12","[(2,15734),(3,281897),(4,83),(5,1),(7,108),(12,66660),(15,6063),(17,90),(20,239),(22,8884),(27,1),(29,36),(30,23),(32,24723)]",6241667
"2004-01-13","[(2,13821),(3,276067),(4,123),(7,66),(12,60920),(15,5961),(17,88),(20,272),(22,9430),(29,41),(30,9),(32,15679)]",6408407
"2004-01-14","[(2,11986),(3,245102),(4,97),(5,1),(7,85),(12,94006),(15,5890),(17,55),(20,1125),(22,6849),(29,151),(30,9),(32,9622)]",5737046
"2004-01-15","[(2,11002),(3,310114),(4,181),(5,2),(7,115),(12,76734),(15,5881),(17,60),(20,230),(22,7716),(29,77),(30,17),(32,10266)]",6625066
"2004-01-16","[(2,17252),(3,253802),(4,104),(7,67),(12,71662),(15,5971),(17,70),(20,225),(22,9120),(27,1),(29,32),(30,11),(32,13014)]",6419131
"2004-01-20","[(2,14730),(3,254787),(4,60),(5,7),(7,105),(12,107894),(15,6095),(17,141),(20,271),(22,18687),(27,1),(29,121),(30,14),(32,63785)]",6838156
"2004-01-21","[(2,15757),(3,284890),(4,89),(5,2),(7,60),(12,92086),(15,6057),(17,88),(20,263),(22,9789),(27,2),(29,32),(30,12),(32,23452)]",6634231
"2004-01-22","[(2,9967),(3,297613),(4,198),(5,3),(7,71),(12,93413),(15,6007),(17,98),(20,238),(22,7023),(29,4),(30,10),(32,11972)]",6718308
"2004-01-23","[(2,11071),(3,288092),(4,331),(5,4),(7,106),(12,61406),(15,5972),(17,85),(20,411),(22,7134),(27,1),(29,9),(30,18),(32,9500)]",6181821
"2004-01-26","[(2,11563),(3,279189),(4,219),(7,98),(12,65055),(15,6124),(17,69),(20,338),(22,7955),(29,11),(30,8),(32,18977)]",6087186
"2004-01-27","[(2,11697),(3,293116),(4,140),(5,1),(7,79),(12,78946),(15,6216),(17,62),(20,255),(22,7886),(29,27),(30,17),(32,99235)]",6405199
"2004-01-28","[(2,12438),(3,337605),(4,63),(7,105),(12,75567),(15,6146),(17,64),(20,500),(22,7132),(27,1),(29,63),(30,29),(32,10365)]",6908326
"2004-01-29","[(2,11841),(3,403721),(4,269),(5,2),(7,85),(12,86889),(15,6171),(17,79),(20,417),(22,5591),(29,63),(30,10),(32,13435)]",7779272
"2004-01-30","[(2,13843),(3,312428),(4,386),(5,5),(7,142),(12,54666),(15,6086),(17,57),(20,294),(22,10401),(29,27),(30,19),(32,9250)]",6072796
"2004-02-02","[(2,16965),(3,364341),(4,266),(7,113),(12,54976),(15,6153),(17,75),(20,302),(22,9564),(27,1),(29,77),(30,23),(32,15125)]",6545592
"2004-02-03","[(2,15734),(3,298620),(4,152),(5,1),(7,155),(12,81360),(15,6155),(17,68),(20,212),(22,6555),(29,27),(30,19),(32,7515)]",5926040
"2004-02-04","[(2,12567),(3,347605),(4,125),(5,4),(7,82),(12,71068),(15,6166),(17,67),(20,233),(22,8032),(27,3),(29,40),(30,21),(32,13887)]",6850952
"2004-02-05","[(2,24158),(3,320736),(4,159),(5,1),(7,97),(12,58428),(15,6225),(17,79),(20,265),(22,5928),(29,32),(30,20),(32,8107)]",6162454
"2004-02-06","[(2,14924),(3,302378),(4,197),(7,82),(12,46678),(15,6207),(17,58),(20,170),(22,5264),(29,44),(30,12),(32,16496)]",5897060
"2004-02-09","[(2,12775),(3,250438),(4,95),(5,1),(7,83),(12,55455),(15,6261),(17,83),(20,201),(22,11441),(27,1),(29,10),(30,23),(32,9935)]",5567207
"2004-02-10","[(2,12859),(3,279018),(4,202),(5,5),(7,59),(12,58978),(15,6271),(17,47),(20,283),(22,7535),(27,1),(29,68),(30,8),(32,6405)]",5461045
"2004-02-11","[(2,12269),(3,318147),(4,91),(5,2),(7,60),(12,72804),(15,6284),(17,63),(20,165),(22,6416),(27,1),(29,17),(30,16),(32,9393)]",6293479
"2004-02-12","[(2,13499),(3,248950),(4,81),(5,4),(7,61),(12,76675),(15,6187),(17,66),(20,252),(22,6083),(27,3),(29,96),(30,19),(32,7643)]",5684705
"2004-02-13","[(2,9559),(3,285116),(4,53),(7,79),(12,54985),(15,6144),(17,53),(20,225),(22,9093),(29,13),(30,13),(31,1),(32,7366)]",5531263
"2004-02-17","[(2,10955),(3,251997),(4,56),(5,2),(7,134),(12,64968),(15,6330),(17,77),(20,277),(22,8392),(27,3),(29,46),(30,19),(32,21037)]",5368597
"2004-02-18","[(2,8770),(3,250764),(4,183),(7,93),(12,84187),(15,6300),(17,53),(20,271),(22,5614),(27,3),(29,43),(30,8),(32,6480)]",5573676
"2004-02-19","[(2,14391),(3,290332),(4,125),(5,9),(7,76),(12,71253),(15,6265),(17,55),(20,242),(22,6979),(27,3),(29,52),(30,14),(32,7346)]",6136454
"2004-02-20","[(2,17139),(3,306062),(4,71),(7,64),(12,49461),(15,6206),(17,58),(20,158),(22,8153),(27,3),(29,52),(30,7),(32,8074)]",6153519
"2004-02-23","[(2,11807),(3,304011),(4,77),(5,3),(7,62),(12,57195),(15,6315),(17,44),(20,171),(22,9545),(29,23),(30,14),(32,17569)]",6336616
"2004-02-24","[(2,16098),(3,317432),(4,349),(5,1),(7,119),(12,53732),(15,6328),(17,53),(20,240),(22,7544),(29,54),(30,14),(32,8105)]",6504548
"2004-02-25","[(2,12909),(3,272607),(4,152),(5,1),(7,106),(12,47600),(15,6237),(17,41),(20,372),(22,10946),(29,96),(30,12),(32,5222)]",5387219
"2004-02-26","[(2,14433),(3,254857),(4,80),(7,111),(12,62592),(15,6263),(17,49),(20,403),(22,11769),(27,14),(29,52),(30,26),(31,1),(32,5956)]",5532992
"2004-02-27","[(2,19042),(3,284280),(4,343),(5,2),(7,199),(12,54060),(15,6270),(17,35),(20,362),(22,11168),(29,78),(30,20),(32,14117)]",5840163
"2004-03-01","[(2,13938),(3,264916),(4,310),(5,2),(7,74),(12,61369),(15,6315),(17,54),(20,409),(22,9950),(27,4),(29,43),(30,17),(32,13610)]",5834452
"2004-03-02","[(2,18730),(3,289797),(4,175),(5,3),(7,54),(12,52069),(15,6310),(17,61),(20,212),(22,5818),(27,4),(29,43),(30,15),(31,1),(32,7519)]",6082419
"2004-03-03","[(2,11394),(3,292265),(4,95),(5,1),(7,75),(12,58078),(15,6257),(17,44),(20,228),(22,5035),(27,6),(29,50),(30,14),(32,5478)]",5763864
"2004-03-04","[(2,12680),(3,223427),(4,121),(7,148),(12,65830),(15,6199),(17,44),(20,638),(22,5206),(27,4),(29,91),(30,15),(32,4736)]",5276521
"2004-03-05","[(2,12383),(3,336345),(4,62),(7,91),(12,61358),(15,6274),(17,56),(20,142),(22,5306),(27,5),(29,40),(30,13),(32,8320)]",6212902
"2004-03-08","[(2,13292),(3,277398),(4,184),(5,1),(7,46),(12,50308),(15,6247),(17,81),(20,170),(22,6701),(27,6),(29,11),(30,14),(32,11709)]",6007175
"2004-03-09","[(2,15334),(3,315134),(4,122),(7,108),(12,53085),(15,6321),(17,44),(20,224),(22,7566),(27,11),(29,20),(30,17),(31,1),(32,7072)]",6393270
"2004-03-10","[(2,8746),(3,336965),(4,329),(5,4),(7,74),(12,54986),(15,6318),(17,75),(20,303),(22,3677),(27,10),(29,48),(30,16),(32,8676)]",6611018
"2004-03-11","[(2,13261),(3,391812),(4,104),(5,3),(7,56),(12,92081),(15,6283),(17,64),(20,287),(22,8918),(27,4),(29,23),(30,16),(31,1),(32,20130)]",7234688
"2004-03-12","[(2,7423),(3,325767),(4,72),(5,1),(7,65),(12,46805),(15,6238),(17,37),(20,349),(22,4343),(27,9),(29,22),(30,20),(31,2),(32,7758)]",5748137
"2004-03-15","[(2,8984),(3,406958),(4,137),(5,1),(7,159),(12,52725),(15,6246),(17,40),(20,358),(22,8164),(27,12),(29,129),(30,10),(32,13644)]",6340684
"2004-03-16","[(2,14969),(3,380231),(4,144),(5,1),(7,89),(12,55475),(15,6240),(17,53),(20,492),(22,4857),(27,10),(29,21),(30,25),(31,1),(32,9244)]",6513772
"2004-03-17","[(2,9817),(3,295460),(4,166),(5,2),(7,57),(12,60372),(15,6242),(17,40),(20,355),(22,4951),(27,2),(29,13),(30,16),(32,5541)]",5441316
"2004-03-18","[(2,10884),(3,387185),(4,59),(7,57),(12,47791),(15,6155),(17,49),(20,359),(22,5367),(27,8),(29,36),(30,21),(31,1),(32,6105)]",5901965
"2004-03-19","[(2,16224),(3,289219),(4,32),(7,76),(12,70288),(15,6193),(17,49),(20,244),(22,10317),(27,12),(29,40),(30,27),(32,6261)]",5291393
"2004-03-22","[(2,14170),(3,386638),(4,64),(5,1),(7,36),(12,52763),(15,6277),(17,56),(20,196),(22,9106),(27,11),(29,71),(30,29),(32,26537)]",6635516
"2004-03-23","[(2,14051),(3,375419),(4,231),(5,1),(7,63),(12,58656),(15,6278),(17,63),(20,1045),(22,4846),(29,18),(30,14),(32,7518)]",6207863
"2004-03-24","[(2,16383),(3,413058),(4,278),(7,65),(12,50337),(15,6193),(17,42),(20,233),(22,8643),(27,11),(29,24),(30,30),(31,1),(32,7212)]",6209232
"2004-03-25","[(2,22622),(3,330766),(4,189),(5,3),(7,64),(12,51755),(15,6187),(17,45),(20,1231),(22,7018),(27,8),(29,64),(30,7),(31,1),(32,6327)]",6090132
"2004-03-26","[(2,13001),(3,274824),(4,128),(7,120),(12,43296),(15,6095),(17,45),(20,199),(22,5580),(27,5),(29,182),(30,16),(31,2),(32,5312)]",5211426
"2004-03-29","[(2,15990),(3,327286),(4,158),(5,1),(7,156),(12,57083),(15,6304),(17,35),(20,552),(22,7065),(27,11),(29,47),(30,30),(32,10115)]",5767583
"2004-03-30","[(2,12642),(3,284793),(4,82),(7,154),(12,48199),(15,6171),(17,52),(20,590),(22,4891),(27,8),(29,61),(30,7),(32,4939)]",5431348
"2004-03-31","[(2,16199),(3,313232),(4,511),(5,3),(7,224),(12,78453),(15,6383),(17,31),(20,322),(22,15230),(27,12),(29,171),(30,18),(32,6575)]",5926956
"2004-04-01","[(2,18924),(3,301920),(4,139),(5,2),(7,137),(12,56832),(15,6166),(17,30),(20,348),(22,8870),(27,12),(29,57),(30,15),(32,5407)]",6038362
"2004-04-02","[(2,16941),(3,338873),(4,62),(5,3),(7,103),(12,93534),(15,6255),(17,85),(20,250),(22,8711),(27,1),(29,15),(30,39),(32,14591)]",6559788
"2004-04-05","[(2,16428),(3,279090),(4,144),(7,234),(12,56839),(15,6346),(17,52),(20,209),(22,6641),(29,20),(30,23),(31,1),(32,11358)]",5854667
"2004-04-06","[(2,11972),(3,274334),(4,165),(5,8),(7,94),(12,67769),(15,6236),(17,50),(20,417),(22,9030),(27,6),(29,70),(30,45),(31,1),(32,8313)]",5753224
"2004-04-07","[(2,11824),(3,314336),(4,78),(5,1),(7,64),(12,74409),(15,6183),(17,55),(20,417),(22,4922),(27,9),(29,66),(30,28),(32,4038)]",5728203
"2004-04-08","[(2,14268),(3,282976),(4,70),(5,1),(7,134),(12,63317),(15,6216),(17,44),(20,416),(22,3927),(27,1),(29,79),(30,26),(31,5),(32,4610)]",5402408
"2004-04-12","[(2,10220),(3,251668),(4,135),(7,140),(12,55354),(15,6317),(17,49),(20,685),(22,6609),(27,2),(29,11),(30,24),(32,6572)]",5161906
"2004-04-13","[(2,9238),(3,353382),(4,97),(5,1),(7,172),(12,152435),(15,6346),(17,60),(20,573),(22,5659),(27,2),(29,9),(30,19),(32,6865)]",6504897
"2004-04-14","[(2,12328),(3,366950),(4,54),(7,176),(12,84157),(15,6399),(17,63),(20,570),(22,4834),(27,3),(29,44),(30,29),(32,4891)]",6204136
"2004-04-15","[(2,10140),(3,400246),(4,48),(5,1),(7,145),(12,71599),(15,6371),(17,51),(20,354),(22,6368),(27,10),(29,14),(30,18),(31,1),(32,5402)]",6546010
"2004-04-16","[(2,14096),(3,330802),(4,24),(5,2),(7,92),(12,56225),(15,6290),(17,298),(20,341),(22,7726),(27,2),(29,59),(30,22),(32,5156)]",6166205
"2004-04-19","[(2,8947),(3,314231),(4,45),(5,3),(7,82),(12,60768),(15,6230),(17,130),(20,214),(22,4063),(29,14),(30,11),(32,3611)]",5741038
"2004-04-20","[(2,9312),(3,357056),(4,23),(5,1),(7,88),(12,90787),(15,6318),(17,128),(20,273),(22,4032),(27,5),(29,37),(30,21),(31,4),(32,5707)]",6524482
"2004-04-21","[(2,11244),(3,404686),(4,45),(5,3),(7,75),(12,78308),(15,6235),(17,231),(20,291),(22,8458),(27,5),(29,15),(30,28),(31,2),(32,6356)]",6846417
"2004-04-22","[(2,14312),(3,405239),(4,105),(7,98),(12,101105),(15,6292),(17,140),(20,228),(22,7105),(27,5),(29,8),(30,21),(32,22952)]",7180412
"2004-04-23","[(2,13720),(3,324329),(4,89),(5,2),(7,79),(12,52699),(15,6132),(17,217),(20,208),(22,5444),(27,1),(29,57),(30,19),(32,6252)]",6002612
"2004-04-26","[(2,9535),(3,335293),(4,98),(5,3),(7,62),(12,62262),(15,6247),(17,131),(20,360),(22,5165),(27,4),(29,30),(30,23),(32,6502)]",6112349
"2004-04-27","[(2,9881),(3,394997),(4,102),(5,1),(7,105),(12,69326),(15,6225),(17,179),(20,321),(22,6213),(27,2),(29,10),(30,22),(32,4336)]",6664759
"2004-04-28","[(2,14409),(3,398552),(4,52),(5,1),(7,155),(12,76430),(15,6220),(17,150),(20,447),(22,8409),(27,11),(29,43),(30,38),(32,13715)]",7060916
"2004-04-29","[(2,9861),(3,486187),(4,113),(5,2),(7,166),(12,66159),(15,6240),(17,158),(20,414),(22,5078),(27,8),(29,132),(30,31),(31,2),(32,7399)]",7787294
"2004-04-30","[(2,11868),(3,487288),(4,454),(5,17),(7,268),(12,57019),(15,6182),(17,218),(20,183),(22,9981),(27,3),(29,31),(30,28),(31,3),(32,6507)]",7485853
"2004-05-03","[(2,24517),(3,414065),(4,164),(5,3),(7,206),(12,46820),(15,6252),(17,147),(20,376),(22,4537),(27,3),(29,108),(30,27),(31,5),(32,13765)]",6919804
"2004-05-04","[(2,11070),(3,451962),(4,172),(7,447),(12,43444),(15,6237),(17,151),(20,223),(22,4505),(29,4),(30,14),(32,4284)]",6888195
"2004-05-05","[(2,13335),(3,391888),(4,95),(5,1),(7,119),(12,47714),(15,6230),(17,130),(20,153),(22,4859),(29,5),(30,860),(31,1),(32,3584)]",5908749
"2004-05-06","[(2,11109),(3,378667),(4,74),(7,171),(12,47284),(15,6219),(17,151),(20,257),(22,4797),(27,12),(29,14),(30,24),(32,4971)]",6288432
"2004-05-07","[(2,11971),(3,448611),(4,100),(5,2),(7,134),(12,51412),(15,6252),(17,130),(20,114),(22,2699),(29,57),(30,28),(32,5600)]",6586814
"2004-05-10","[(2,10530),(3,522366),(4,117),(5,5),(7,332),(12,47547),(15,6397),(17,225),(20,274),(22,4352),(29,230),(30,45),(32,14388)]",7731495
"2004-05-11","[(2,16859),(3,359768),(4,272),(5,4),(7,398),(12,63709),(15,6193),(17,166),(20,465),(22,5417),(27,2),(29,98),(30,34),(32,3913)]",6210810
"2004-05-12","[(2,9478),(3,484190),(4,117),(5,5),(7,187),(12,49318),(15,6220),(17,109),(20,249),(22,4419),(27,1),(29,226),(30,33),(32,6293)]",7270600
"2004-05-13","[(2,15463),(3,430893),(4,428),(7,68),(12,52890),(15,6112),(17,157),(20,415),(22,2887),(29,55),(30,31),(32,4001)]",6134750
"2004-05-14","[(2,10330),(3,460626),(4,330),(5,2),(7,75),(12,40555),(15,6093),(17,121),(20,180),(22,5438),(29,46),(30,22),(32,12997)]",6056236
"2004-05-17","[(2,8897),(3,446830),(4,154),(7,159),(12,47409),(15,6203),(17,131),(20,190),(22,5797),(27,1),(29,18),(30,35),(31,1),(32,8422)]",6302563
